"county","year","age_group","total_pop","at_risk"
"Baringo",2060,"10-14",79485,72894
"Mombasa",2073,"25-29",386493,225255
"Kisumu",2005,"0-4",161646,161646
"Laikipia",2040,"40-44",38306,18873
"Nyamira",2022,"45-49",29376,29376
"Kisii",2084,"95+",3945,3945
"Makueni",2046,"35-39",98255,98255
"Siaya",2094,"95+",1256,1256
"Kitui",2095,"65-69",57937,57937
"Busia",2045,"85-89",2696,2695
"Laikipia",2017,"10-14",61875,31895
"Vihiga",2010,"5-9",83708,83708
"Taita Taveta",2098,"0-4",40554,40554
"Migori",2086,"55-59",86361,86360
"Elgeyo-Marakwet",2030,"35-39",33124,18767
"Kirinyaga",2042,"55-59",29453,29453
"Laikipia",2088,"40-44",42000,15829
"Samburu",2002,"30-34",11556,9368
"Kwale",2094,"35-39",72910,61417
"Laikipia",2029,"20-24",60603,30760
"Machakos",2043,"35-39",136862,136862
"Kericho",2031,"5-9",141805,128115
"Kitui",2019,"80-84",3404,3404
"Tharaka-Nithi",2070,"85-89",2746,2743
"Kwale",2023,"10-14",105929,96836
"Kisumu",2016,"65-69",11090,11090
"Machakos",2090,"25-29",153690,153690
"Narok",2074,"65-69",53143,36970
"Kisii",2083,"35-39",316218,316218
"Laikipia",2018,"40-44",23580,12173
"Uasin Gishu",2012,"25-29",91549,71855
"Elgeyo-Marakwet",2017,"75-79",1889,1068
"Nyamira",2018,"80-84",1962,1962
"Kilifi",2080,"15-19",199675,193272
"Tana River",2072,"15-19",30541,30169
"Kajiado",2081,"15-19",149132,96072
"Meru",2099,"15-19",213760,207866
"Kiambu",2062,"45-49",308560,103216
"Homa Bay",2052,"45-49",87723,87716
"Baringo",2009,"95+",4,3
"Laikipia",2036,"25-29",59194,29508
"Garissa",2002,"60-64",3811,3803
"Trans Nzoia",2042,"55-59",57063,56095
"Marsabit",2080,"40-44",34920,34065
"Siaya",2060,"65-69",35403,35401
"Baringo",2051,"30-34",72151,66043
"Machakos",2091,"30-34",153130,153130
"Nandi",2095,"40-44",64175,64174
"Mandera",2088,"15-19",274177,274177
"Busia",2022,"50-54",30057,30057
"Wajir",2002,"40-44",14237,14232
"Elgeyo-Marakwet",2012,"60-64",4468,2540
"Bomet",2004,"90-94",138,134
"Isiolo",2001,"85-89",98,98
"Trans Nzoia",2071,"35-39",145842,144011
"Nairobi",2075,"35-39",1432909,15872
"Siaya",2030,"95+",197,197
"Garissa",2041,"90-94",1455,1454
"Embu",2077,"70-74",26271,26271
"Isiolo",2030,"55-59",5929,5924
"Murang'a",2054,"85-89",4083,3745
"Kericho",2070,"60-64",73833,68242
"Uasin Gishu",2077,"65-69",112362,100396
"Taita Taveta",2080,"65-69",27207,27207
"Kilifi",2069,"95+",1167,1122
"Kilifi",2068,"80-84",26772,25747
"Kakamega",2044,"50-54",119113,119113
"Isiolo",2034,"85-89",370,370
"Laikipia",2042,"25-29",56331,27573
"Garissa",2049,"35-39",195045,194764
"Mandera",2061,"90-94",4942,4942
"Migori",2045,"60-64",40373,40373
"Kirinyaga",2006,"5-9",76000,75995
"Wajir",2088,"15-19",163517,163492
"Nandi",2005,"45-49",19294,19294
"Murang'a",2078,"45-49",83775,77583
"Busia",2063,"15-19",112224,112221
"Kisii",2098,"35-39",340561,340561
"Uasin Gishu",2089,"30-34",196403,179646
"Migori",2065,"95+",581,581
"Kilifi",2059,"90-94",2938,2812
"Nyeri",2053,"85-89",3157,2302
"Samburu",2072,"90-94",631,510
"Bomet",2009,"75-79",2898,2805
"Embu",2064,"25-29",70344,70344
"Nakuru",2023,"35-39",149170,93205
"Siaya",2006,"30-34",53617,53615
"Narok",2004,"80-84",1594,1115
"Mombasa",2085,"0-4",407623,237772
"Nakuru",2015,"65-69",18850,11650
"Kirinyaga",2034,"25-29",70035,70031
"Machakos",2065,"95+",816,816
"Uasin Gishu",2058,"85-89",7886,6748
"Embu",2064,"10-14",70928,70928
"Kiambu",2016,"40-44",87541,36733
"Mombasa",2016,"80-84",3022,1744
"Embu",2012,"95+",79,79
"Kisii",2093,"15-19",325885,325885
"Elgeyo-Marakwet",2044,"60-64",15779,8940
"Tharaka-Nithi",2065,"20-24",42727,42683
"West Pokot",2030,"95+",145,125
"Nairobi",2053,"85-89",36598,500
"Embu",2026,"5-9",83336,83336
"Trans Nzoia",2094,"45-49",131174,130012
"Kisumu",2080,"90-94",6776,6776
"Isiolo",2030,"5-9",24524,24501
"Tana River",2012,"20-24",30209,29712
"Tana River",2024,"45-49",15889,15695
"Bungoma",2021,"50-54",61625,61265
"Tharaka-Nithi",2096,"95+",687,687
"Vihiga",2002,"55-59",6915,6915
"Laikipia",2078,"90-94",1629,662
"Mombasa",2088,"15-19",433192,252731
"Samburu",2004,"50-54",3599,2914
"Taita Taveta",2079,"75-79",14758,14758
"Lamu",2095,"5-9",13654,12536
"Murang'a",2043,"10-14",133537,122231
"Kisii",2091,"85-89",49925,49925
"Kericho",2093,"65-69",68097,64090
"Kajiado",2058,"55-59",76829,54607
"Busia",2053,"65-69",33653,33652
"Mombasa",2030,"85-89",2490,1442
"Nakuru",2000,"10-14",164401,101655
"Tharaka-Nithi",2088,"65-69",22115,22095
"Isiolo",2047,"5-9",27806,27786
"Tharaka-Nithi",2052,"25-29",41992,41943
"Tharaka-Nithi",2085,"35-39",35877,35847
"Taita Taveta",2063,"35-39",44734,44734
"Nandi",2045,"25-29",106842,106841
"Migori",2045,"70-74",19619,19619
"Nyamira",2091,"20-24",103976,103976
"Vihiga",2095,"85-89",44318,44318
"Lamu",2001,"95+",0,0
"Bungoma",2073,"90-94",5898,5875
"Nyandarua",2078,"20-24",63065,502
"Mombasa",2027,"40-44",84557,48920
"Trans Nzoia",2005,"80-84",1513,1481
"Baringo",2064,"70-74",20717,19020
"Garissa",2076,"10-14",265594,265359
"Kwale",2030,"10-14",102219,93040
"Nyandarua",2082,"45-49",55874,432
"Kitui",2001,"10-14",123730,123730
"Nyeri",2073,"85-89",6633,5116
"Kilifi",2073,"0-4",198901,191798
"Nakuru",2007,"50-54",31462,19470
"Wajir",2074,"10-14",184824,184787
"Narok",2023,"45-49",52465,36505
"Bungoma",2059,"65-69",80272,79889
"Tana River",2099,"15-19",17033,16822
"Tharaka-Nithi",2096,"85-89",6083,6079
"Homa Bay",2100,"30-34",70282,70279
"Murang'a",2027,"55-59",29957,27340
"Busia",2094,"10-14",85042,85041
"Meru",2050,"25-29",209924,197227
"Narok",2026,"30-34",96510,67139
"Elgeyo-Marakwet",2025,"85-89",696,394
"Kilifi",2085,"0-4",185659,180185
"Bomet",2029,"60-64",22491,21772
"Nyamira",2099,"0-4",93695,93695
"Homa Bay",2037,"95+",227,227
"Bungoma",2028,"40-44",122950,122243
"Garissa",2010,"30-34",45819,45729
"Wajir",2039,"20-24",190755,190708
"Nyamira",2090,"80-84",29875,29875
"Murang'a",2087,"75-79",32894,30593
"Kakamega",2068,"0-4",274802,274802
"Meru",2022,"85-89",2502,2309
"Embu",2093,"70-74",27771,27771
"Machakos",2080,"65-69",91375,91375
"Elgeyo-Marakwet",2095,"50-54",22823,12933
"Vihiga",2004,"40-44",19745,19745
"Mombasa",2080,"45-49",383304,223515
"Siaya",2012,"50-54",22195,22195
"Siaya",2098,"40-44",63535,63534
"Uasin Gishu",2022,"75-79",6375,5016
"Kilifi",2035,"0-4",221080,208850
"Narok",2003,"70-74",4753,3325
"Trans Nzoia",2064,"10-14",155788,153652
"Kirinyaga",2021,"90-94",387,387
"Kirinyaga",2100,"45-49",64975,64973
"Tana River",2002,"30-34",14292,14032
"Tharaka-Nithi",2038,"25-29",42215,42163
"Embu",2078,"45-49",55035,55035
"Lamu",2010,"25-29",9170,7627
"Mandera",2066,"60-64",169093,169093
"Kakamega",2013,"75-79",6662,6662
"Kilifi",2000,"70-74",5491,5162
"Narok",2007,"45-49",26720,18568
"Kisumu",2092,"20-24",183641,183641
"Isiolo",2073,"25-29",26964,26949
"Kiambu",2001,"30-34",96938,42222
"Laikipia",2022,"45-49",21296,10967
"Nyamira",2026,"40-44",42916,42916
"Lamu",2057,"40-44",13573,11766
"Kirinyaga",2048,"85-89",2120,2120
"Taita Taveta",2058,"15-19",51890,51890
"Busia",2057,"85-89",4424,4424
"Elgeyo-Marakwet",2048,"35-39",43418,24600
"Tana River",2093,"15-19",19658,19421
"Kisumu",2039,"30-34",142722,142722
"Garissa",2092,"95+",4548,4546
"Kilifi",2094,"45-49",182472,177884
"Lamu",2066,"95+",82,71
"Isiolo",2048,"15-19",26835,26813
"Siaya",2048,"40-44",86687,86680
"Nyamira",2007,"75-79",2275,2275
"Tana River",2010,"50-54",6604,6485
"Kiambu",2073,"50-54",334447,106912
"Turkana",2086,"75-79",35581,34610
"Busia",2047,"40-44",86082,86081
"Tana River",2037,"20-24",40457,39960
"Trans Nzoia",2048,"90-94",1329,1303
"Kwale",2043,"0-4",113146,101920
"Tana River",2087,"75-79",9193,9080
"Lamu",2054,"90-94",197,167
"Tana River",2063,"80-84",3704,3660
"Nyamira",2004,"40-44",21955,21955
"Narok",2016,"85-89",1540,1074
"Makueni",2087,"15-19",63886,63886
"Nyeri",2003,"20-24",62884,42732
"Meru",2081,"20-24",233502,224490
"Makueni",2024,"15-19",125382,125382
"Isiolo",2060,"0-4",27777,27759
"Narok",2092,"10-14",67323,46835
"Kericho",2056,"85-89",4862,4448
"Kirinyaga",2085,"40-44",69616,69613
"Trans Nzoia",2037,"55-59",47787,46940
"Kakamega",2072,"45-49",228926,228926
"Trans Nzoia",2016,"10-14",133520,130884
"Kitui",2053,"90-94",1484,1484
"Nyamira",2028,"90-94",456,456
"Trans Nzoia",2074,"65-69",79656,78689
"Laikipia",2061,"80-84",5608,2539
"Kirinyaga",2054,"5-9",83064,83061
"Kakamega",2047,"85-89",6541,6541
"Garissa",2077,"45-49",237766,237557
"Machakos",2082,"65-69",91578,91578
"Vihiga",2017,"55-59",13452,13452
"Meru",2100,"45-49",215419,209590
"Taita Taveta",2086,"50-54",42407,42407
"Marsabit",2029,"70-74",3529,3407
"Turkana",2034,"10-14",141101,136428
"Narok",2070,"90-94",2419,1688
"Kiambu",2008,"85-89",1497,645
"Kiambu",2068,"20-24",427818,139495
"Kirinyaga",2069,"0-4",77354,77351
"Bomet",2002,"40-44",21990,21267
"Nyamira",2046,"50-54",48551,48551
"Kajiado",2072,"40-44",135593,90689
"Kiambu",2055,"70-74",82114,28369
"Homa Bay",2068,"35-39",102974,102969
"Nyeri",2047,"70-74",15346,10988
"Vihiga",2029,"60-64",18882,18882
"Kakamega",2032,"25-29",204145,204145
"Machakos",2084,"60-64",108555,108555
"Siaya",2037,"95+",208,208
"Bungoma",2057,"75-79",35838,35659
"Bomet",2011,"70-74",4600,4448
"Kilifi",2085,"50-54",176395,171193
"Garissa",2059,"25-29",247092,246788
"Marsabit",2036,"60-64",10092,9757
"Bomet",2029,"65-69",15445,14949
"Elgeyo-Marakwet",2088,"20-24",28369,16076
"Makueni",2086,"40-44",63646,63646
"Meru",2072,"25-29",232765,222341
"Marsabit",2086,"50-54",31253,30534
"Meru",2071,"75-79",53593,51158
"Busia",2048,"85-89",3091,3091
"Garissa",2026,"70-74",13057,13031
"Kisii",2004,"40-44",42301,42301
"Tana River",2003,"55-59",3331,3267
"Kitui",2022,"10-14",155152,155152
"Narok",2030,"45-49",64408,44812
"Kisumu",2012,"75-79",4402,4402
"Nakuru",2047,"85-89",8289,5593
"Mombasa",2034,"70-74",20473,11866
"Tharaka-Nithi",2096,"80-84",10289,10281
"Makueni",2047,"95+",246,246
"Marsabit",2089,"10-14",32368,31654
"Nyeri",2034,"60-64",20561,14268
"Kwale",2062,"85-89",4477,3955
"Nairobi",2053,"60-64",416295,5702
"Kericho",2065,"60-64",65156,60007
"Tharaka-Nithi",2012,"60-64",3994,3990
"Kakamega",2036,"0-4",279348,279348
"Mombasa",2015,"55-59",20852,12033
"Nairobi",2099,"85-89",326367,3110
"Mandera",2072,"20-24",303134,303134
"Makueni",2054,"90-94",1249,1249
"Nakuru",2000,"75-79",4408,2719
"Trans Nzoia",2019,"65-69",11508,11273
"Migori",2079,"75-79",34097,34097
"Trans Nzoia",2010,"40-44",38794,37983
"West Pokot",2061,"55-59",45044,39789
"Homa Bay",2063,"10-14",116566,116560
"Narok",2012,"25-29",88974,61575
"Vihiga",2060,"80-84",17305,17305
"Samburu",2065,"55-59",18645,15086
"Homa Bay",2079,"55-59",69679,69676
"Narok",2072,"35-39",99953,69538
"Kisumu",2073,"75-79",45250,45250
"Murang'a",2077,"80-84",15758,14584
"Busia",2060,"55-59",64464,64464
"Kwale",2012,"45-49",24223,22191
"Lamu",2006,"0-4",16305,13518
"Kakamega",2092,"30-34",271185,271185
"Nandi",2022,"75-79",5001,5001
"Mombasa",2018,"5-9",159147,91827
"Elgeyo-Marakwet",2100,"65-69",16795,9516
"Nyandarua",2014,"30-34",48367,497
"Tharaka-Nithi",2092,"20-24",34269,34242
"Kirinyaga",2057,"45-49",61189,61187
"Kitui",2016,"95+",319,319
"Kwale",2061,"65-69",32977,29145
"Kakamega",2030,"75-79",11308,11308
"Kisii",2090,"25-29",333567,333567
"Vihiga",2023,"10-14",93814,93814
"Homa Bay",2059,"20-24",121980,121970
"Nyandarua",2071,"10-14",69175,569
"Marsabit",2040,"70-74",5620,5439
"Kakamega",2040,"10-14",261943,261943
"Mandera",2052,"75-79",39175,39175
"Garissa",2047,"25-29",205251,204945
"Taita Taveta",2036,"10-14",49592,49592
"Baringo",2034,"95+",145,130
"Kakamega",2032,"50-54",83355,83355
"Makueni",2046,"10-14",125483,125483
"Garissa",2091,"55-59",237231,237079
"Nairobi",2071,"25-29",1401085,16042
"Mandera",2029,"20-24",296933,296933
"Machakos",2055,"0-4",179858,179858
"Murang'a",2008,"10-14",117155,106694
"Samburu",2080,"20-24",21972,17781
"Kisumu",2006,"90-94",232,232
"Machakos",2092,"20-24",150236,150236
"Homa Bay",2080,"75-79",30015,30015
"Mombasa",2000,"85-89",540,306
"Nyeri",2038,"0-4",109541,76715
"Narok",2046,"30-34",120555,83868
"Nyeri",2028,"40-44",47397,32484
"Kwale",2041,"55-59",36916,33313
"Uasin Gishu",2044,"20-24",173223,143349
"Kilifi",2086,"30-34",194168,188536
"Kajiado",2018,"65-69",8678,7168
"Uasin Gishu",2038,"35-39",124947,101912
"Mandera",2033,"70-74",30562,30562
"Wajir",2043,"80-84",9934,9931
"Nairobi",2075,"80-84",233123,2583
"Kisumu",2051,"45-49",120357,120357
"Kisumu",2018,"95+",362,362
"Garissa",2068,"50-54",188005,187811
"Bungoma",2035,"75-79",15490,15407
"Nyamira",2001,"55-59",7530,7530
"Mombasa",2066,"25-29",361709,210678
"Wajir",2051,"65-69",55700,55689
"Lamu",2004,"70-74",567,468
"Nyandarua",2083,"75-79",21188,163
"Kitui",2100,"20-24",73688,73688
"Elgeyo-Marakwet",2065,"30-34",41774,23669
"Migori",2008,"20-24",90382,90380
"Vihiga",2097,"55-59",228063,228063
"Nandi",2075,"20-24",89153,89153
"Baringo",2066,"65-69",29205,26821
"Lamu",2034,"85-89",266,222
"Wajir",2074,"70-74",70175,70161
"Nyamira",2069,"15-19",107421,107421
"Kakamega",2055,"40-44",211550,211550
"Nyeri",2042,"75-79",8187,5792
"Mombasa",2082,"10-14",415836,242520
"Mombasa",2012,"30-34",72331,41480
"Nyandarua",2057,"20-24",79866,698
"Mombasa",2074,"75-79",98736,57550
"Garissa",2004,"95+",3,3
"Kirinyaga",2053,"35-39",65628,65627
"Tana River",2050,"80-84",2588,2556
"Nairobi",2033,"30-34",542813,9684
"Nyeri",2084,"20-24",81223,64980
"Nandi",2072,"95+",609,609
"Kiambu",2028,"70-74",20302,8090
"Kiambu",2098,"30-34",489191,144697
"Machakos",2011,"30-34",81651,81651
"Laikipia",2068,"80-84",7099,3090
"Siaya",2048,"85-89",3038,3038
"Isiolo",2051,"35-39",21513,21498
"Turkana",2064,"55-59",76870,74527
"Taita Taveta",2001,"80-84",462,462
"Busia",2040,"0-4",132439,132438
"Nakuru",2011,"60-64",20401,12586
"Nandi",2038,"5-9",136193,136190
"Garissa",2045,"0-4",246922,246544
"Kiambu",2038,"90-94",1885,711
"Turkana",2081,"35-39",94216,91569
"Taita Taveta",2066,"55-59",33769,33769
"Makueni",2047,"15-19",119500,119500
"Kajiado",2088,"85-89",19469,12203
"Narok",2018,"90-94",731,509
"Nairobi",2019,"30-34",317962,7002
"Bomet",2031,"0-4",138474,134035
"Taita Taveta",2064,"85-89",2554,2554
"Kiambu",2036,"55-59",91282,34821
"Kilifi",2096,"70-74",110193,107522
"Mombasa",2040,"85-89",4156,2413
"Homa Bay",2035,"90-94",743,743
"Embu",2093,"65-69",34678,34678
"Mandera",2007,"65-69",7185,7185
"Laikipia",2024,"60-64",9744,5000
"Nairobi",2057,"95+",3843,49
"West Pokot",2015,"5-9",94110,82485
"Nyandarua",2041,"35-39",64345,591
"Kirinyaga",2029,"15-19",75920,75918
"Wajir",2063,"90-94",3315,3315
"Kisii",2006,"5-9",160913,160913
"Kisumu",2100,"50-54",173100,173100
"Tana River",2016,"30-34",24336,23994
"Tana River",2048,"70-74",6739,6656
"Kitui",2068,"30-34",116338,116338
"Marsabit",2025,"25-29",31484,30398
"Kwale",2046,"85-89",2456,2208
"Makueni",2083,"60-64",47352,47352
"Homa Bay",2078,"60-64",61723,61721
"Meru",2063,"65-69",85021,80671
"Migori",2010,"55-59",13722,13722
"Kisumu",2041,"65-69",32234,32234
"Mandera",2099,"45-49",251943,251943
"Siaya",2021,"40-44",49513,49509
"Kiambu",2087,"70-74",237852,72494
"Makueni",2079,"35-39",73689,73689
"Kakamega",2032,"95+",378,378
"Kilifi",2079,"20-24",200732,194194
"Homa Bay",2076,"50-54",78394,78389
"West Pokot",2062,"65-69",26498,23415
"Mandera",2099,"15-19",250016,250016
"Kilifi",2064,"85-89",10446,10018
"Migori",2010,"10-14",114270,114266
"Homa Bay",2005,"80-84",1782,1782
"Kirinyaga",2073,"40-44",70583,70581
"Isiolo",2027,"45-49",8849,8840
"Trans Nzoia",2059,"35-39",131628,129723
"Isiolo",2058,"40-44",21144,21131
"Busia",2024,"20-24",96412,96410
"Vihiga",2011,"65-69",4736,4736
"Nandi",2023,"65-69",12227,12227
"Mandera",2094,"35-39",267762,267762
"Trans Nzoia",2085,"85-89",16210,16045
"Nyeri",2035,"85-89",1565,1090
"Kitui",2013,"80-84",2735,2735
"Turkana",2038,"55-59",45386,43896
"Wajir",2091,"25-29",162289,162264
"Marsabit",2044,"75-79",4050,3917
"Meru",2001,"95+",1,1
"Nyamira",2078,"60-64",68240,68240
"Nandi",2067,"25-29",99333,99331
"Machakos",2087,"10-14",150900,150900
"Lamu",2034,"20-24",16147,13579
"Machakos",2090,"65-69",98377,98377
"Turkana",2040,"10-14",145256,140510
"Bomet",2031,"70-74",10718,10372
"Taita Taveta",2094,"35-39",45165,45165
"Taita Taveta",2033,"5-9",51524,51524
"Homa Bay",2079,"50-54",79050,79044
"Kiambu",2018,"95+",597,241
"Uasin Gishu",2024,"10-14",168812,133397
"Kirinyaga",2097,"20-24",66398,66397
"Siaya",2016,"15-19",101721,101710
"Kitui",2009,"50-54",23546,23546
"Bomet",2075,"10-14",84608,82064
"Nakuru",2003,"75-79",4883,3026
"Trans Nzoia",2004,"90-94",158,154
"Laikipia",2010,"15-19",43566,22902
"Nairobi",2031,"5-9",741024,13623
"Kajiado",2078,"70-74",65964,43018
"Nandi",2097,"95+",1385,1385
"Garissa",2024,"65-69",18925,18888
"Meru",2084,"45-49",217518,209552
"Kirinyaga",2092,"85-89",10910,10910
"Kitui",2048,"75-79",14741,14741
"Uasin Gishu",2034,"50-54",65431,52861
"Taita Taveta",2009,"55-59",4387,4387
"Kilifi",2086,"75-79",77120,74882
"Mombasa",2064,"5-9",359304,209236
"Uasin Gishu",2091,"75-79",80187,73615
"Mombasa",2053,"75-79",37551,21838
"Migori",2040,"70-74",16690,16690
"Wajir",2031,"35-39",121409,121377
"Kwale",2049,"15-19",105204,94227
"Trans Nzoia",2095,"75-79",59177,58663
"Vihiga",2086,"55-59",196090,196090
"Samburu",2020,"10-14",39215,31737
"Laikipia",2037,"5-9",70121,34853
"Isiolo",2090,"40-44",25960,25950
"Nyeri",2050,"75-79",10834,7816
"Embu",2027,"20-24",72662,72662
"Homa Bay",2007,"80-84",1874,1874
"Homa Bay",2035,"50-54",52284,52281
"Meru",2073,"25-29",232484,222241
"Narok",2018,"85-89",1763,1226
"Kisumu",2059,"40-44",144978,144978
"Migori",2048,"80-84",7794,7793
"Kwale",2084,"25-29",80430,68849
"Turkana",2045,"65-69",29680,28723
"Kisii",2027,"75-79",8432,8432
"Bungoma",2004,"90-94",320,318
"Nairobi",2089,"55-59",1401167,14086
"Vihiga",2095,"65-69",177380,177380
"Kitui",2007,"15-19",117350,117350
"Homa Bay",2086,"25-29",86916,86911
"West Pokot",2063,"80-84",7940,7018
"Baringo",2072,"60-64",42767,39346
"Isiolo",2013,"95+",29,29
"Nandi",2012,"65-69",7001,7001
"Kisumu",2096,"5-9",173148,173148
"Nyamira",2065,"65-69",41193,41193
"Nairobi",2056,"15-19",1201526,15916
"Makueni",2062,"20-24",100773,100773
"Kisumu",2010,"40-44",45750,45749
"Samburu",2040,"45-49",18197,14721
"Baringo",2076,"40-44",60975,56168
"Trans Nzoia",2084,"0-4",135921,134506
"Kirinyaga",2012,"90-94",214,214
"Lamu",2010,"90-94",27,23
"Taita Taveta",2010,"10-14",37548,37548
"Nandi",2090,"20-24",70750,70750
"Kwale",2089,"45-49",72735,61772
"Kakamega",2066,"75-79",56140,56140
"Laikipia",2026,"0-4",70681,36117
"Kilifi",2050,"80-84",13069,12441
"Narok",2058,"15-19",129497,90088
"Tana River",2071,"90-94",736,726
"Nandi",2047,"85-89",3014,3014
"Bomet",2003,"40-44",23316,22563
"Marsabit",2082,"65-69",20516,20029
"Kilifi",2015,"50-54",36083,33757
"Turkana",2079,"75-79",30483,29622
"Garissa",2009,"5-9",88325,88146
"Elgeyo-Marakwet",2099,"85-89",4250,2402
"Homa Bay",2047,"35-39",109506,109497
"Lamu",2062,"5-9",17355,15157
"Makueni",2042,"10-14",127327,127327
"Kisii",2054,"65-69",79389,79389
"Elgeyo-Marakwet",2080,"85-89",3125,1768
"Tana River",2029,"30-34",29737,29375
"Kilifi",2062,"10-14",208240,199568
"Nyamira",2077,"95+",893,893
"Nandi",2001,"20-24",56709,56709
"Isiolo",2074,"0-4",26627,26614
"Nandi",2057,"0-4",114391,114390
"Kisii",2008,"70-74",7032,7032
"West Pokot",2097,"5-9",42921,38607
"Vihiga",2031,"15-19",104238,104238
"Kilifi",2094,"35-39",190428,185644
"Nakuru",2002,"70-74",7901,4889
"Nyandarua",2100,"50-54",44133,298
"Narok",2063,"55-59",74420,51764
"Mandera",2083,"20-24",287950,287950
"Tana River",2031,"15-19",43238,42708
"Mombasa",2001,"5-9",111830,63703
"Nyeri",2072,"75-79",20564,15842
"Wajir",2005,"0-4",83044,83014
"Nairobi",2004,"95+",76,0
"Embu",2031,"35-39",47741,47741
"Trans Nzoia",2043,"95+",295,286
"Kajiado",2060,"40-44",114908,80964
"Vihiga",2035,"0-4",134731,134731
"Marsabit",2036,"15-19",42599,41185
"Meru",2058,"45-49",179625,169788
"Uasin Gishu",2054,"25-29",183599,155664
"Kirinyaga",2025,"65-69",7977,7977
"Migori",2097,"5-9",89683,89682
"West Pokot",2071,"95+",425,379
"Nakuru",2078,"15-19",359808,265872
"Kisii",2043,"20-24",215290,215290
"Nairobi",2078,"25-29",1495852,16193
"Busia",2092,"25-29",90529,90527
"Kirinyaga",2071,"20-24",76661,76659
"Kiambu",2071,"90-94",10402,3349
"Narok",2088,"65-69",47211,32839
"Nakuru",2020,"50-54",67147,41596
"Garissa",2036,"55-59",63796,63686
"West Pokot",2062,"40-44",60620,53562
"Embu",2062,"60-64",33550,33550
"Lamu",2060,"10-14",17457,15194
"Isiolo",2036,"50-54",9691,9683
"Samburu",2000,"30-34",10678,8712
"Nakuru",2096,"85-89",64493,49610
"Bungoma",2081,"75-79",70851,70579
"Nyamira",2090,"55-59",90935,90935
"Wajir",2053,"65-69",59367,59354
"Garissa",2042,"70-74",29969,29921
"Embu",2033,"0-4",92088,92088
"Laikipia",2071,"25-29",52148,22311
"Samburu",2052,"85-89",1039,839
"Bomet",2040,"70-74",15051,14572
"Uasin Gishu",2099,"0-4",175406,163169
"Meru",2011,"45-49",49171,45215
"Tharaka-Nithi",2050,"5-9",47935,47880
"Makueni",2008,"75-79",3480,3480
"Taita Taveta",2077,"90-94",1536,1536
"Kwale",2066,"75-79",19071,16753
"Wajir",2021,"0-4",216530,216472
"Kisii",2009,"50-54",26464,26464
"Laikipia",2081,"20-24",47484,18957
"Uasin Gishu",2038,"25-29",164804,134423
"Tharaka-Nithi",2056,"90-94",558,558
"Kisumu",2006,"65-69",8055,8055
"Samburu",2063,"20-24",29163,23602
"Kakamega",2082,"5-9",264230,264230
"Nyamira",2048,"15-19",106138,106138
"Nakuru",2046,"15-19",333829,224420
"Mandera",2062,"75-79",56963,56963
"Kajiado",2008,"55-59",9710,8008
"Kiambu",2020,"25-29",158140,65801
"Kiambu",2080,"70-74",217243,67709
"Busia",2054,"85-89",3978,3977
"Nakuru",2084,"60-64",245977,184430
"Kilifi",2050,"55-59",87455,83263
"Nakuru",2025,"35-39",157918,99233
"Nyandarua",2021,"95+",211,0
"Busia",2011,"5-9",115616,115614
"Homa Bay",2002,"55-59",12104,12103
"Embu",2030,"75-79",3890,3890
"Uasin Gishu",2010,"0-4",165814,130065
"Embu",2028,"30-34",52349,52349
"Nyamira",2050,"5-9",109255,109255
"Kericho",2094,"0-4",91629,86299
"Machakos",2041,"90-94",1136,1136
"Isiolo",2000,"60-64",1482,1481
"Homa Bay",2064,"40-44",93663,93660
